InstructorName,InstructorProfile,Designation,Email,WebLink,Facebook,Twitter,Instagram,Linkedin,Youtube,PhoneNo,Platform,CourseLink,CourseName,Rating,CurrentPrice,OriginalPrice,Discount,Duration
Norm Nemrow,https://www.udemy.com/user/cameronearl/,World Famous Course from the #1 Accounting University,,,,,,,,,udemy,https://www.udemy.com/course/expanded-financial-accounting/,Financial Accounting (Advanced) - Course 3 of 5,4.8,$10.99,$199.99,94%,15.5
"David Burrell, BComm",https://www.udemy.com/user/54c0868db9f5e/,"Accounting & Finance Instructor, Economics Nerd",,http://www.notepirate.com/,https://www.facebook.com/pages/NotePirate/514933148520001?ref=hl,https://twitter.com/NotePirate,,,https://www.youtube.com/NotePirate,,udemy,https://www.udemy.com/course/university-level-introduction-to-financial-accounting/,Financial Accounting: The Complete Introductory Crash Course,4.6,$10.99,$24.99,56%,10
Robert (Bob) Steele,https://www.udemy.com/user/c91d6786-95f3-48d8-ab94-cc92431d2aa4/,"CPA, CGMA, M.S. Tax, CPI",,http://accountinginstruction.info/,https://www.facebook.com/AccountingInstructionhelp/,https://twitter.com/AccountingInst,,https://linkedin.com/in/robert-bob-steele-cpa-cgma-m-s-tax-76422017,,,udemy,https://www.udemy.com/course/financial-accounting-excelcomprehensive-accounting-course/,Financial Accounting & Excel–Comprehensive Accounting Course,4.2,$11.99,$99.99,88%,21.5
365 Careers,https://www.udemy.com/user/365careers/,Creating opportunities for Business & Finance students,,http://365careers.com/,https://www.facebook.com/365careers,https://twitter.com/365careers,,https://linkedin.com/in/nedkokrastev/,,,udemy,https://www.udemy.com/course/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,Accounting & Financial Statement Analysis: Complete Training,4.6,$11.99,$149.99,92%,3.5
Erik Slayter,https://www.udemy.com/user/es4/,Accounting Professor,,,,,,,,,udemy,https://www.udemy.com/course/introductory-financial-accounting/,Introductory Financial Accounting,4.5,$79.99,,,8.5
Rowan Malherbe,https://www.udemy.com/user/rowan-malherbe-2/,ACCA Lecturer and Gold Approved Learning Partner,,,,,,,,,udemy,https://www.udemy.com/course/acca-f3-financial-accounting/,ACCA: FA (F3) Financial Accounting,4.4,$18.99,$99.99,81%,5
"Stefan Ignatovski, Ph.D.",https://www.udemy.com/user/stefanignatovski/,"Professor, Investor and Entrepreneur",,http://www.accountingsky.com/,https://www.facebook.com/illutible,https://twitter.com/illutible,,https://linkedin.com/in/ignatovski,https://www.youtube.com/StefanIgnatovski,,udemy,https://www.udemy.com/course/intermediateaccounting/,Intermediate Accounting 1: Easy. Fast. Simple!,4.3,$12.99,$199.99,94%,3.5
Test Prep In a Snap!,https://www.udemy.com/user/liz-cho-2/,CPA Exam Master Chief Extraordinaire,,https://www.snapcpa.com/,https://www.facebook.com/snapcpa,,,https://linkedin.com/company/snapcpa,https://www.youtube.com/channel/UCzIlGbPBStdvaqf0EZUnHjw?view_as=subscriber,,udemy,https://www.udemy.com/course/cpa-exam-consolidations-business-combinations-in-a-snap/,"CPA Exam: Consolidations & Business Combinations, In a Snap!",4.9,$18.99,$49.99,62%,2.5
"Abdullah Alzafiri, CPA",https://www.udemy.com/user/abdullah-almanna/,CPA,,,,,,,,,udemy,https://www.udemy.com/course/becoming-external-auditor-in-real-life-level-1/,Become an External Auditor - External Audit Process Level 1,4.6,$19.99,$64.99,69%,1
Koduru Sridevi,https://www.udemy.com/user/sridevi-koduru/,Oracle Apps & Fusion Techno Functional Consultant & Trainer,,http://www.oracleappstechnical.com/,,,,https://linkedin.com/https://in.linkedin.com/in/sridevi-koduru-9b876a8b,,,udemy,https://www.udemy.com/course/oracle-fusion-general-ledger-training/,Oracle Fusion General Ledger Cloud Training,4.4,$16.25,$64.99,75%,8.5
Chris Severson,https://www.udemy.com/user/chris-severson/,"Accounting Professor, Training Manager, and Course Developer",,,,,,https://linkedin.com/https://us.linkedin.com/in/christopher-severson-933a447,https://www.youtube.com/https://www.youtube.com/user/MrAccounting101,,udemy,https://www.udemy.com/course/severson-financial-accounting-part-one/,Financial Accounting Part I - Passing the Class,4.4,$10.99,$19.99,45%,5
Syed Muhammad Ali Shah,https://www.udemy.com/user/syed-ali-149/,Teaching Accounting and Finance for Over Fifteen Years,,,,,,,,,udemy,https://www.udemy.com/course/a-comprehensive-course-on-financial-management/,A Comprehensive Course on ACCA FM (F9)-Financial Management,3.6,$18.99,$99.99,81%,25
